impound_no,Animal_ID,Data_Source,Record_Type,Link,Current_Location,Animal_Name,animal_type,Age,Animal_Gender,Animal_Breed,Animal_Color,Date,Date_Type,Obfuscated_Address,City,State,Zip,jurisdiction,obfuscated_latitude,obfuscated_longitude,Image,image_alt_text,Memo,Temperament
K19-115049,A578915,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A578915,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,11 WEEKS,Female,Domestic Shorthair,Black / White,01/24/2019 12:00:00 AM,Received on,3400 S 176TH ST,SEATAC,WA,98188,SEATAC,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A578915,Image Copyright HLP Inc. 2019,"Received on: 2019-01-24<p/> Found Near: 3400 S 176TH ST, SEATAC WA 98188<p/> Description: Black / White Female Domestic Shorthair Cat<p/> Age: 11 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K19-115051,A578917,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A578917,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,11 WEEKS,Male,Domestic Shorthair,Black,01/24/2019 12:00:00 AM,Received on,3400 S 176TH ST,SEATAC,WA,98188,SEATAC,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A578917,Image Copyright HLP Inc. 2019,"Received on: 2019-01-24<p/> Found Near: 3400 S 176TH ST, SEATAC WA 98188<p/> Description: Black Male Domestic Shorthair Cat<p/> Age: 11 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K18-114336,A576738,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A576738,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Dave,Dog,5 YEARS 2 MONTHS,Neutered Male,Pit Bull / Staffordshire Bull Terrier,White,12/14/2018 12:00:00 AM,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A576738,Image Copyright HLP Inc. 2019,"Received on: 2018-12-14<p/> Description: White<p/>  Neutered Male Pit Bull / Staffordshire Bull Terrier Dog<p/> Age: 5 YEARS 2 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Dave and I am available for adoption.<p/><p/>I was brought in by my previous owner on December 14, 2018 because I am not the best fit for a home with children or small animals. My previous family described me as cuddly, lazy, and a big couch potato!<p/><p/>I am a very smart dog! I have shown my caregivers that I already know how to ""sit"", ""stay"", ""come"", and ""shake"". I'll always willing to learn when there's treats involved! I can be a little nervous with strangers but with a few treats and a little patience, I warm up quickly! The way to my heart is definitely through some treats in my stomach!<p/><p/>I would do best in a home with adults only that can be consistent with me and my training while I learn to share my objects in my new home. I also like to chase little critters so I should not be in a home with small animals. However, I am very playful and respectful with dogs my size and would love a dog friend!<p/><p/>My caregivers have noticed that I sometimes do not want to share my favorite things. I would do best in a home with someone who has experience with that and can help me learn that it is okay to give up items because I will always get something better in return! I love to work for better treats! My adoption will include a conversation with one of my caregivers to discuss ways to help me be successful in my new home and when going out and about with my new family.<p/><p/>My personality color is RED. I am a spirited dog with a fun-loving personality! I am still working on my manners, so I would do best with a family who is willing to work with me and help me become the best dog I can be!<p/> Adoption Fee: $100.00<p/>",RED
K19-115060,A578925,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1955368,LOST,Andre,Cat,,Male,Maine Coon,Unknown,01/19/2019 12:00:00 AM,Date Lost,42100 SE 171ST ST,NORTH BEND,WA,98045,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1955368,Image Copyright HLP Inc. 2019,,
K19-114958,A578660,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A578660,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Tito,Dog,3 YEARS,Neutered Male,Chow Chow / Mix,Red / Black,01/19/2019 12:00:00 AM,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A578660,Image Copyright HLP Inc. 2019,"Received on: 2019-01-19<p/> Description: Red / Black<p/>  Neutered Male Chow Chow / Mix Dog<p/> Age: 3 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Tito and I am available for adoption.<p/><p/>I was brought in by a good samaritan on 1/19/19.<p/><p/>My personality color is BLUE. I am a gentle and loving dog who likes to take things slow. I may get nervous in new situations, so I am looking for a family who understands that I might take some time to warm up. Once I get to know you, I will be a very devoted friend!<p/><p/>I am a very smart dog! I have shown my caregivers that I already know how to ""sit"", ""stay"", ""come"", ""down"" and ""shake"".]<p/><p/>I am an affectionate lovebug who would be thrilled to cuddle up with you at home!<p/><p/>My caregivers have noticed that I seem to do well with other large dogs. When meeting dogs in a new home, I would do best with a slow introduction.<p/><p/><p/> Adoption Fee: $200.00<p/>",BLUE
K19-115077,A578971,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A578971,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Dog,1 YEAR 6 MONTHS,Female,Siberian Husky,Black / White,01/25/2019 12:00:00 AM,Received on,3900 VETERANS DR,KENT,WA,98032,KENT,47.395786,-122.278147,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A578971,Image Copyright HLP Inc. 2019,"Received on: 2019-01-25<p/> Found Near: 3900 VETERANS DR, KENT WA 98032<p/> Description: Black / White Female Siberian Husky Dog<p/> Age: 1 YEAR 6 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K19-115008,A578800,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A578800,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Snape,Cat,5 MONTHS,Male,Domestic Shorthair,Black / White,01/22/2019 12:00:00 AM,Received on,7200 S 116TH ST,SEATTLE,WA,98178,KING COUNTY,47.499778,-122.2432,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A578800,Image Copyright HLP Inc. 2019,"Received on: 2019-01-22<p/> Found Near: 7200 S 116TH ST, SEATTLE WA 98178<p/> Description: Black / White Male Domestic Shorthair Cat<p/> Age: 5 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",BLUE
K19-115007,A578798,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A578798,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Mcgonagall,Cat,5 MONTHS,Female,Domestic Shorthair,Brn Tabby / White,01/22/2019 12:00:00 AM,Received on,7200 S 116TH ST,SEATTLE,WA,98178,KING COUNTY,47.499778,-122.2432,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A578798,Image Copyright HLP Inc. 2019,"Received on: 2019-01-22<p/> Found Near: 7200 S 116TH ST, SEATTLE WA 98178<p/> Description: Brn Tabby / White Female Domestic Shorthair Cat<p/> Age: 5 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",BLUE
K19-115073,A578964,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1955450,LOST,George,Dog,,Male,American Pit Bull Terrier,Unknown,01/25/2019 12:00:00 AM,Date Lost,42ND AVE S AND STAR LAKE ROAD,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1955450,Image Copyright HLP Inc. 2019,,
K19-114953,A578644,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A578644,"Kirkland Petco 12040 NE 85TH ST KIRKLAND, WA 98033",Jack,Cat,5 YEARS,Neutered Male,Domestic Shorthair,Brn Tabby,01/18/2019 12:00:00 AM,Received on,12040 NE 85TH ST,KIRKLAND,WA,98033,KIRKLAND,47.680519,-122.179195,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A578644,Image Copyright HLP Inc. 2019,"Received on: 2019-01-18<p/> Description: Brn Tabby<p/>  Neutered Male Domestic Shorthair Cat<p/> Age: 5 YEARS<p/> Current Location: Kirkland Petco 12040 NE 85TH ST KIRKLAND, WA 98033<p/>Hi! My name is Jack and I am available for adoption.<p/><p/>I was brought in by a good samaritan on 1/18/19.<p/><p/>My personality color is GREEN. I am an adaptable cat who loves to go with the flow! I am outgoing and carefree, and I just can't wait to find my forever home!<p/><p/> I am an affectionate lovebug who would be thrilled to cuddle up with you at home!<p/><p/>My caregivers have noticed that I do not seem to get along with most cats, so I may do best as the only cat in my new home or have a very slow introduction with a new cat.<p/><p/><p/> Adoption Fee: $30<p/>",
K19-115082,A578985,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,,,Dead Cat,NO AGE,Unaltered,Domestic Shorthair,Buff,01/25/2019 12:00:00 AM,Received on,2400 S 260TH ST,KENT,WA,98032,KENT,,,,Image Copyright HLP Inc. 2019,"Received on: 2019-01-25<p/> Found Near: 2400 S 260TH ST, KENT WA 98032<p/> Description: Buff Unaltered Domestic Shorthair Cat<p/> Age: NO AGE<p/>",
K19-114939,A578627,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A578627,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Sven,Cat,4 YEARS,Neutered Male,Domestic Shorthair,Gray / White,01/18/2019 12:00:00 AM,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A578627,Image Copyright HLP Inc. 2019,"Received on: 2019-01-18<p/> Description: Gray / White<p/>  Neutered Male Domestic Shorthair Cat<p/> Age: 4 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Sven and I am available for adoption.<p/><p/>I was brought in by my previous owner on 1/18/19 because they developed a severe allergy. I lived in a home with aother cat.. My previous owner described me as sweet, cuddly, and playful.<p/><p/>My personality color is BLUE. I am a gentle and loving cat who likes to take things slow. I may get nervous in new situations, so I am looking for a family who understands that I might need some time to warm up. Once I get to know you, I will be a very devoted friend!<p/> Adoption Fee: $30.00<p/>",BLUE
K19-114872,A578357,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,Othello,Dog,7 YEARS,Neutered Male,Pit Bull,Blue / White,01/15/2019 12:00:00 AM,Received on,16500 SE 278TH ST,COVINGTON,WA,98042,COVINGTON,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A578357,Image Copyright HLP Inc. 2019,"Received on: 2019-01-15<p/> Found Near: 16500 SE 278TH ST, COVINGTON WA 98042<p/> Description: Blue / White Neutered Male Pit Bull Dog<p/> Age: 7 YEARS<p/> Current Location: In RASKC Foster Home <p/>",GREEN
K19-114872,A578357,Regional Animal Services of King County,ADOPTABLE,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,Othello,Dog,7 YEARS,Neutered Male,Pit Bull,Blue / White,01/15/2019 12:00:00 AM,Received on,21615 64TH AVE S,KENT,WA,98032,COVINGTON,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A578357,Image Copyright HLP Inc. 2019,"Received on: 2019-01-15<p/> Description: Blue / White Neutered Male Pit Bull Dog<p/> Age: 7 YEARS<p/> Current Location: In RASKC Foster Home <p/>Hi! My name is Othello and I am available for adoption.<p/><p/>I was brought in by a good samaritan on 01/15/19<p/><p/>My personality color is GREEN. I am an adaptable dog who loves to go with the flow! I am outgoing and carefree, and I just can't wait to find my forever home!<p/><p/>I am a very smart dog! I have shown my caregivers that I already know how to ""sit"", ""stay"", ""come"", ""down"" and ""shake"".<p/><p/>I am an affectionate lovebug who would be thrilled to cuddle up with you at home!<p/><p/>I am full of energy and I love to play! I tend to calm down more when the people around me stay calm. I do best when I have lots of exercise and something to keep my mind busy.<p/><p/>My caregivers have observed that I might not get along with other dogs. I may do best as the only dog in my new home, or need to meet other dogs in the home first.<p/><p/>Adoption Fee: $100.00<p/>",GREEN
K18-109705,A561461,Regional Animal Services of King County,ADOPTABLE,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,Baby Girl,Cat,14 YEARS 7 MONTHS,Spayed Female,Domestic Shorthair,Seal Pt,06/26/2018 12:00:00 AM,Received on,21615 64TH AVE S,KENT,WA,98032,COVINGTON,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A561461,Image Copyright HLP Inc. 2019,"Received on: 2018-06-26<p/> Description: Seal Pt Spayed Female Domestic Shorthair Cat<p/> Age: 14 YEARS 7 MONTHS<p/> Current Location: In RASKC Foster Home <p/>Hi! My name is Baby Girl and I am available for adoption.<p/><p/>I was brought in by my previous owner on 6/26/18 because they couldnt take care of me anymore. My previous owner described me as friendly, active, playful and vocal.<p/><p/>I do love to talk! I would love to tell you all about how my day is going!<p/>I am an affectionate lovebug who would be thrilled to cuddle up with you at home!<p/><p/>My personality color is GREEN. I am an adaptable cat who loves to go with the flow! I am outgoing and carefree, and I just can't wait to find my forever home!<p/><p/><p/>Adoption Fee: $30.00<p/>",GREEN
K19-115079,A578982,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A578982,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Sirius,Cat,10 MONTHS,Male,Himalayan,Lynx Pt / White,01/25/2019 12:00:00 AM,Received on,3500 S 146TH ST,TUKWILA,WA,98168,TUKWILA,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A578982,Image Copyright HLP Inc. 2019,"Received on: 2019-01-25<p/> Found Near: 3500 S 146TH ST, TUKWILA WA 98168<p/> Description: Lynx Pt / White Male Himalayan Cat<p/> Age: 10 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K19-115058,A578923,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1955322,LOST,Charlie,Cat,,Male,Domestic Shorthair,Unknown,01/23/2019 12:00:00 AM,Date Lost,12900 SE 246TH ST,KENT,WA,98030,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1955322,Image Copyright HLP Inc. 2019,,
K19-115095,A578996,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1955745,LOST,Prince,Cat,Over 1 year,Male,Domestic Shorthair,Unknown,01/25/2019 12:00:00 AM,Date Lost,SO 244TH ST AND PACIFIC HWY SO,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1955745,Image Copyright HLP Inc. 2019,Description: Prince is solid gray with no markings<p/>Age: Over 1 year<p/>Location Lost: So 244th st and Pacific Hwy So<p/>Notes: Prince is microchipped and responds to a meow<p/>Lost Date: 01/25/2019<p/>,
K19-114946,A572304,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A572304,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",May,Cat,7 YEARS 3 MONTHS,Spayed Female,Domestic Shorthair,Gray Tabby / White,01/18/2019 12:00:00 AM,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A572304,Image Copyright HLP Inc. 2019,"Received on: 2019-01-18<p/> Description: Gray Tabby / White<p/>  Spayed Female Domestic Shorthair Cat<p/> Age: 7 YEARS 3 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is May and I am available for adoption. I was brought in by my previous owner on 1/18/19. <p/><p/>My personality color is RED. I am a spirited cat with a fun-loving personality! I may be sensitive to handling, so I would do best in a home with a cat savvy family who knows when to give me some space. I like getting attention on my own terms. I can get overstimulated with petting, so please move carefully with me and keep an eye out for signs that I might need a break.<p/><p/>A veterinarian has diagnosed or tentatively diagnosed the above-described pet with the following condition(s):<p/><p/>1)     This animal has been diagnosed with hyperthyroidism; excess production of thyroid hormone.  Hyperthyroidism can cause weight loss, vocalization, increased urine production and heart disease.  This condition is being managed with daily medication.  Other treatment options may be available, including radioactive iodine treatment or prescription diet.  Periodic blood testing to monitor thyroid levels is needed.  Please follow up with you regular veterinarian to create a treatment plan.  An educational handout is provided.<p/><p/>2)   Renal disease.  This pet has been documented to have early renal insufficiency characterized by increased renal values.  This condition may cause increase thirst and increased urine production.  Renal disease is generally progressive and must be managed to maintain a good quality of life.  Your veterinarian may recommend additional testing, medications, prescription diets, or supplemental care as needed.<p/><p/>As a result of these conditions, your pet may need specialized care consisting of any or all of the below.  Please note this is not intended to be an exhaustive list.<p/><p/>- Special diet or prescription foods<p/>- Prescription or over-the-counter medicines<p/>- Special skin care or shampoos<p/>- Regular veterinarian visits, which may include blood tests or other monitoring<p/>- Possible surgery or other procedures as determined by your veterinarian<p/><p/> Adoption Fee: $30.00<p/>",RED
K19-114966,A578665,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A578665,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Huckleberry,Rabbit Sh,1 YEAR,Neutered Male,Rabbit Sh,White / Gray,01/19/2019 12:00:00 AM,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A578665,Image Copyright HLP Inc. 2019,"Received on: 2019-01-19<p/> Description: White / Gray<p/>  Neutered Male Rabbit Sh Rabbit Sh<p/> Age: 1 YEAR<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/><p/> Adoption Fee: $30.00<p/>",
K19-115048,A574929,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A574929,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Georgie,Cat,8 YEARS 2 MONTHS,Spayed Female,Domestic Shorthair,Brn Tabby / White,01/24/2019 12:00:00 AM,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A574929,Image Copyright HLP Inc. 2019,"Received on: 2019-01-24<p/> Description: Brn Tabby / White<p/>  Spayed Female Domestic Shorthair Cat<p/> Age: 8 YEARS 2 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Georgie and I am available for adoption.<p/><p/>I was brought in by a good samaritan on 11/17/18.<p/><p/>My personality color is GREEN. I am an adaptable cat who loves to go with the flow! I am outgoing and carefree, and I just can't wait to find my forever home!<p/><p/> Adoption Fee: $30.00<p/>",GREEN
K19-115098,A578999,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A578999,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Rabbit Sh,NO AGE,Unaltered,Rabbit Sh,Gray,01/26/2019 12:00:00 AM,Received on,32400 5TH AVE,BLACK DIAMOND,WA,98010,BLACK DIAMOND,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A578999,Image Copyright HLP Inc. 2019,"Received on: 2019-01-26<p/> Found Near: 32400 5TH AVE, BLACK DIAMOND WA 98010<p/> Description: Gray Unaltered Rabbit Sh Rabbit Sh<p/> Age: NO AGE<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K19-115080,A577314,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A577314,"Kirkland Petco 12040 NE 85TH ST KIRKLAND, WA 98033",Bibsy,Cat,2 YEARS 1 MONTH,Spayed Female,Domestic Shorthair,Black / White,01/25/2019 12:00:00 AM,Received on,12040 NE 85TH ST,KIRKLAND,WA,98033,KIRKLAND,47.680519,-122.179195,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A577314,Image Copyright HLP Inc. 2019,"Received on: 2019-01-25<p/> Description: Black / White<p/>  Spayed Female Domestic Shorthair Cat<p/> Age: 2 YEARS 1 MONTH<p/> Current Location: Kirkland Petco 12040 NE 85TH ST KIRKLAND, WA 98033<p/>Hi! My name is Bibsy and I am available for adoption.<p/><p/>I was brought in by my previous owner on 1/25/19  because I became distructive when confined to a small room and became overstimulated when given affection.<p/><p/>My personality color is RED. I am a spirited cat with a fun-loving personality! I may be sensitive to handling, so I would do best in a home with a cat savvy family who knows when to give me some space.<p/><p/>I am an independent kitty who likes to do my own thing!<p/><p/>I like getting attention on my own terms. I can get overstimulated with petting, so please move carefully with me and keep an eye out for signs that I might need a break.<p/><p/><p/> Adoption Fee: $30.00<p/>",RED
K19-115032,A578879,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A578879,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Jasmine,Cat,10 WEEKS,Female,Siamese / Mix,White / Cream,01/23/2019 12:00:00 AM,Received on,3500 S 146TH ST,TUKWILA,WA,98168,TUKWILA,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A578879,Image Copyright HLP Inc. 2019,"Received on: 2019-01-23<p/> Found Near: 3500 S 146TH ST, TUKWILA WA 98168<p/> Description: White / Cream Female Siamese / Mix Cat<p/> Age: 10 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",BLUE
K19-115033,A578880,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A578880,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Alladin,Cat,10 WEEKS,Male,Siamese,White / Cream,01/23/2019 12:00:00 AM,Received on,3500 S 146TH ST,TUKWILA,WA,98168,TUKWILA,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A578880,Image Copyright HLP Inc. 2019,"Received on: 2019-01-23<p/> Found Near: 3500 S 146TH ST, TUKWILA WA 98168<p/> Description: White / Cream Male Siamese Cat<p/> Age: 10 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",BLUE
K19-114998,A578787,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A578787,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Hampton,Dog,10 YEARS,Neutered Male,Chihuahua - Smooth Coated,Buff / White,01/22/2019 12:00:00 AM,Received on,7300 COAL CREEK PKWY SE,NEWCASTLE,WA,98059,NEWCASTLE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A578787,Image Copyright HLP Inc. 2019,"Received on: 2019-01-22<p/> Found Near: 7300 COAL CREEK PKWY SE, NEWCASTLE WA 98059<p/> Description: Buff / White Neutered Male Chihuahua - Smooth Coated Dog<p/> Age: 10 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",BLUE
K19-115036,A578883,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A578883,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Kinder,Dog,4 MONTHS,Female,Pit Bull,Br Brindle,01/23/2019 12:00:00 AM,Received on,13400 MARTIN LUTHER KING JR WAY S,SEATTLE,WA,98178,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A578883,Image Copyright HLP Inc. 2019,"Received on: 2019-01-23<p/> Found Near: 13400 MARTIN LUTHER KING JR WAY S, SEATTLE WA 98178<p/> Description: Br Brindle Female Pit Bull Dog<p/> Age: 4 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",GREEN
K18-109087,A497023,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A497023,"Kirkland Petco 12040 NE 85TH ST KIRKLAND, WA 98033",Sasha,Cat,8 YEARS 7 MONTHS,Spayed Female,Domestic Longhair,Tortie / Gray,06/08/2018 12:00:00 AM,Received on,12040 NE 85TH ST,KIRKLAND,WA,98033,KIRKLAND,47.680519,-122.179195,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A497023,Image Copyright HLP Inc. 2019,"Received on: 2018-06-08<p/> Description: Tortie / Gray<p/>  Spayed Female Domestic Longhair Cat<p/> Age: 8 YEARS 7 MONTHS<p/> Current Location: Kirkland Petco 12040 NE 85TH ST KIRKLAND, WA 98033<p/>Hi! My name is Sasha and I am available for adoption.<p/><p/>I was brought in by my previous owner because the other cat in the house was stalking me and I did not like it.  They said I am a sweet cat that likes to be petted and belly rubs, but felt it was best to find her a new home where she could be the only cat.<p/><p/>My personality color is RED. I am a spirited and playful cat with a fun-loving personality!  I am affectionate and enjoy getting attention, but I can get overstimulated, so please look for signs that I am done being petted.  <p/><p/>My caregivers have noticed, I do not get along with other cats.  I would do best as the only pet in the home.<p/> Adoption Fee: $30.00<p/>",
K19-115076,A578970,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A578970,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Perry,Cat,NO AGE,Male,Domestic Shorthair,Org Tabby,01/25/2019 12:00:00 AM,Received on,24400 109TH PL SE,KENT,WA,98030,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A578970,Image Copyright HLP Inc. 2019,"Received on: 2019-01-25<p/> Found Near: 24400 109TH PL SE, KENT WA 98030<p/> Description: Org Tabby Male Domestic Shorthair Cat<p/> Age: NO AGE<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K19-114999,A578789,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A578789,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Coral,Bird,NO AGE,Unaltered,Parakeet,Cream / Tricolor,01/22/2019 12:00:00 AM,Received on,22500 SE 64TH PL,ISSAQUAH,WA,98027,ISSAQUAH,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A578789,Image Copyright HLP Inc. 2019,"Received on: 2019-01-22<p/> Found Near: 22500 SE 64TH PL, ISSAQUAH WA 98027<p/> Description: Cream / Tricolor Unaltered Parakeet Bird<p/> Age: NO AGE<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K19-114999,A578789,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A578789,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Coral,Bird,NO AGE,Unaltered,Parakeet,Cream / Tricolor,01/22/2019 12:00:00 AM,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A578789,Image Copyright HLP Inc. 2019,"Received on: 2019-01-22<p/> Description: Cream / Tricolor<p/>  Unaltered Parakeet Bird<p/> Age: NO AGE<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/><p/> Adoption Fee: $5.00<p/>",
